id,_time,host,user,action,path,process,classification
FILE-N-04019,2026-09-20T16:58:20Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-09431,2026-09-20T16:59:31Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07244,2026-09-20T16:59:56Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09496,2026-09-20T17:00:11Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03422,2026-09-20T17:00:24Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-06546,2026-09-20T17:01:51Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06405,2026-09-20T17:02:33Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03640,2026-09-20T17:03:39Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02781,2026-09-20T17:03:47Z,FIN-WS-09,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03061,2026-09-20T17:04:32Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-02839,2026-09-20T17:05:26Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06744,2026-09-20T17:06:41Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-00557,2026-09-20T17:06:47Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09736,2026-09-20T17:08:19Z,FIN-WS-09,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08048,2026-09-20T17:08:25Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01956,2026-09-20T17:09:14Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02049,2026-09-20T17:10:01Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04417,2026-09-20T17:10:18Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-02937,2026-09-20T17:11:51Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00400,2026-09-20T17:12:19Z,FIN-WS-09,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-06363,2026-09-20T17:12:51Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07654,2026-09-20T17:13:23Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-04254,2026-09-20T17:13:29Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03744,2026-09-20T17:13:31Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03052,2026-09-20T17:14:04Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01728,2026-09-20T17:15:54Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03178,2026-09-20T17:16:09Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-00151,2026-09-20T17:16:28Z,MGMT-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-01726,2026-09-20T17:16:51Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02303,2026-09-20T17:17:04Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-06665,2026-09-20T17:17:51Z,HR-WS-22,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07522,2026-09-20T17:17:58Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-05477,2026-09-20T17:19:06Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-08874,2026-09-20T17:19:13Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-02776,2026-09-20T17:19:30Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04437,2026-09-20T17:20:20Z,FIN-WS-09,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03725,2026-09-20T17:20:28Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05913,2026-09-20T17:21:38Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04166,2026-09-20T17:21:59Z,APP-06,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-04673,2026-09-20T17:22:05Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06149,2026-09-20T17:22:14Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-00757,2026-09-20T17:22:33Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03267,2026-09-20T17:22:55Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-07792,2026-09-20T17:23:30Z,HR-WS-08,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05386,2026-09-20T17:24:31Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09780,2026-09-20T17:25:20Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03571,2026-09-20T17:25:23Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01011,2026-09-20T17:26:46Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06124,2026-09-20T17:29:11Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00688,2026-09-20T17:29:27Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-08483,2026-09-20T17:29:51Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09026,2026-09-20T17:30:02Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07245,2026-09-20T17:30:32Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00950,2026-09-20T17:30:44Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01954,2026-09-20T17:31:02Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01086,2026-09-20T17:32:09Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-03215,2026-09-20T17:32:41Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01240,2026-09-20T17:32:42Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-01082,2026-09-20T17:33:38Z,FIN-WS-09,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03137,2026-09-20T17:34:24Z,APP-06,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08785,2026-09-20T17:35:34Z,MGMT-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09911,2026-09-20T17:40:06Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07968,2026-09-20T17:40:19Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-02770,2026-09-20T17:42:45Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06107,2026-09-20T17:43:49Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-09805,2026-09-20T17:44:31Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07507,2026-09-20T17:44:47Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-06875,2026-09-20T17:45:20Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-01780,2026-09-20T17:45:30Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00750,2026-09-20T17:45:41Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07586,2026-09-20T17:46:02Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09006,2026-09-20T17:46:18Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-08699,2026-09-20T17:47:57Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-04222,2026-09-20T17:48:42Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05686,2026-09-20T17:50:36Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02046,2026-09-20T17:50:50Z,MGMT-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00055,2026-09-20T17:51:19Z,ENG-WS-17,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03823,2026-09-20T17:52:03Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-06152,2026-09-20T17:53:16Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-09637,2026-09-20T17:54:13Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08940,2026-09-20T17:55:23Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-09606,2026-09-20T17:56:41Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02974,2026-09-20T17:57:15Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07261,2026-09-20T17:57:48Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-00421,2026-09-20T17:57:54Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08393,2026-09-20T17:58:03Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-02927,2026-09-20T17:58:08Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-07163,2026-09-20T17:58:48Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07890,2026-09-20T17:58:50Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-06110,2026-09-20T17:59:05Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-02883,2026-09-20T17:59:06Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03158,2026-09-20T18:01:06Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-01606,2026-09-20T18:01:29Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-05873,2026-09-20T18:01:40Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09945,2026-09-20T18:01:42Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-02251,2026-09-20T18:02:07Z,HR-WS-08,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04588,2026-09-20T18:02:19Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05361,2026-09-20T18:02:28Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02797,2026-09-20T18:02:31Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-00355,2026-09-20T18:04:02Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00517,2026-09-20T18:05:12Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07950,2026-09-20T18:05:26Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09185,2026-09-20T18:05:34Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-06828,2026-09-20T18:05:59Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05994,2026-09-20T18:06:03Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-01995,2026-09-20T18:06:55Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03393,2026-09-20T18:07:11Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09362,2026-09-20T18:08:51Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06856,2026-09-20T18:08:59Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-04352,2026-09-20T18:09:28Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-02886,2026-09-20T18:09:41Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-01585,2026-09-20T18:11:38Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07422,2026-09-20T18:13:07Z,ENG-WS-17,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-08930,2026-09-20T18:13:09Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06096,2026-09-20T18:14:15Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00439,2026-09-20T18:14:24Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01689,2026-09-20T18:15:43Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07647,2026-09-20T18:16:48Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04887,2026-09-20T18:16:52Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-08144,2026-09-20T18:17:26Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07023,2026-09-20T18:18:57Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-01619,2026-09-20T18:19:12Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00357,2026-09-20T18:19:40Z,FIN-WS-09,SYSTEM,create,approved operational file,approved process,benign
FILE-N-02841,2026-09-20T18:20:46Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-04300,2026-09-20T18:20:55Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01445,2026-09-20T18:21:14Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02059,2026-09-20T18:21:52Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-05363,2026-09-20T18:22:01Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-07026,2026-09-20T18:22:15Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-00444,2026-09-20T18:22:17Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01204,2026-09-20T18:22:57Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08200,2026-09-20T18:23:50Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00554,2026-09-20T18:24:09Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-00238,2026-09-20T18:24:11Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06840,2026-09-20T18:24:43Z,FIN-WS-09,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-08081,2026-09-20T18:25:19Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01237,2026-09-20T18:25:32Z,DC-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-09587,2026-09-20T18:26:26Z,APP-06,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-04889,2026-09-20T18:28:47Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-07358,2026-09-20T18:28:59Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02589,2026-09-20T18:29:11Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-08858,2026-09-20T18:29:17Z,FIN-WS-09,SYSTEM,create,approved operational file,approved process,benign
FILE-N-05624,2026-09-20T18:29:51Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05047,2026-09-20T18:29:59Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03080,2026-09-20T18:30:27Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06867,2026-09-20T18:32:34Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07787,2026-09-20T18:32:37Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03126,2026-09-20T18:35:10Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09648,2026-09-20T18:35:16Z,MGMT-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-03938,2026-09-20T18:36:10Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-05366,2026-09-20T18:36:27Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09116,2026-09-20T18:36:37Z,PATCH-01,ACME\\jsmith,modify,approved operational file,approved process,benign
